nom;id;url;daily_price;weekly_price;description;title_nl;text_nl
SYSTÇ?ME DE TRÇ?PIED TÇ?LESCOPIQUE;15205.0;https://www.boels.be/fr/louer/forer-casser/forets-diamantes/systeme-de-trepied-telescopique;150,04;375,1;Le support de forage le plus efficace qui permet de forer plusieurs trous à divers endroits à l'aide d'un seul équipement. Idéal pour forer des trous dans le plafond, notamment pour intégrer des spots et des gouttières sous un toit en pente. Propre et sans poussières, grâce au système de récupération d'eau et à l'aspirateur à eau.;TELESCOPISCH STATIEFSYSTEEM;Het telescopisch statief stempelt u af tussen vloer en plafond waardoor u geen gaten hoeft te boren voor ankers. Met dit statief kan u met slechts één opstelling meerdere gaten te boren in diverse standen. Ideaal voor het boren van gaten in het plafond voor o.a. spotjes en doorvoeren onder een schuin dak. Schoon en stofvrij werken met behulp van het wateropvangsysteem en de Slurry- slib,- en vloeistofzuiger.Geen schade aan de omgeving omdat het statief wordt gestempeld tussen vloer en plafond waardoor niet verankerd hoeft te wordenDe boorkolom kan 360° worden gedraaid voor boren in nagenoeg elke hoekTe combineren met een wateropvangsysteem bij plafondboringen
ASPIRATEUR D'EAU ET DE POUSSIÇ?RE 45 L;10106.0;https://www.boels.be/fr/louer/forer-casser/accessoires-forets-diamantes/aspirateur-deau-et-de-poussiere-45-l;36,3;108,9;Aspirateur d'eau et de poussière universel pour nettoyer les ateliers, les entreprises ou les chantiers. Cet aspirateur d'eau et de poussière élimine aisément la saleté sèche ou humide, fine ou grossière.;STOF- / WATERZUIGER 45 L;Universele stof- en waterzuiger voor het schoonmaken van werkplaatsen, bedrijfsruimtes of bouwplaatsen. Zowel grof, fijn, droog of nat vuil als vloeistoffen worden door deze stof- en waterzuigers eenvoudig opgezogen.Geleverd met bijbehorende accessoiresNiet toegestaan voor asbestsanering
POMPE Ç? VIDE;10523.0;https://www.boels.be/fr/louer/forer-casser/accessoires-forets-diamantes/pompe-a-vide;30,98;77,44;Avec cette pompe une installation de forage diamantée peut très rapidement être fixée sans ancrage sur un sol ou un mur non poreux. Fourni avec flexible et raccord pour le raccordement au trépied du foret diamanté.;VACUÜMPOMP;Met deze pomp kan een diamantboorinstallatie uiterst snel tegen een vlakke, niet poreuze vloer of wand bevestigd worden zonder dat daarvoor een slagankerset nodig is. Wordt geleverd met slang en koppelingsstuk voor het aansluiten op het diamantboorstatief.Geen beschadigingen aan vloer of wand omdat het maken van verankeringspluggen overbodig is
RÇ?SERVOIR D'EAU SOUS PRESSION;10993.0;https://www.boels.be/fr/louer/forer-casser/accessoires-forets-diamantes/reservoir-deau-sous-pression;12,58;31,46;également pour le refroidissement de forets diamantésPour un travail sans poussière;WATERDRUKTANK;Voor nat zagen, staat garant voor efficiënte stofbeheersing en werken met minder watergebruik en een minimum aan slib.Ook voor de koeling van diamantborenVoor stofvrij werken
RÇ?SERVOIR Ç? PRESSION, AUTOMATIQUE;11136.0;https://www.boels.be/fr/louer/forer-casser/accessoires-forets-diamantes/reservoir-a-pression-automatique;21,78;54,45;Cuve à pression qui après remplissage au robinet reste à la bonne pression jusqu'à ce qu'elle soit vide, sans batterie ou raccordement au réseau. Idéal pour perceuses et meuleuses diamantées.;DRUKVAT AUTOMATISCH;Drukvat dat automatisch na het vullen aan de kraan op druk blijft totdat ze leeg is, zonder accu of stroomaansluiting. Ideaal voor diamantboren en doorslijpers.
SYSTÇ?ME DE COLLECTE D'EAU;;https://www.boels.be/fr/louer/forer-casser/accessoires-forets-diamantes/systeme-de-collecte-deau;68,97;206,91;Système de récupération d'eau pour le forage vertical au-dessus de la tête avec un moteur de perceuse électrique, avec soufflet et fixation, bac de récupération et appui supérieur. L'eau et la boue de forage sont ainsi récupérées sans nuisance pour l'environnement.;;
BAC DE RÇ?CUPÇ?RATION DES BOUES ROND;;https://www.boels.be/fr/louer/forer-casser/accessoires-forets-diamantes/bac-de-recuperation-des-boues-rond;9,68;19,36;Pour l'aspiration de boue de béton et d'eau lors de forages dans les murs et les sols. La boue et les gravats sont évacués proprement, pour un lieu de travail propre.;;
BAC DE RÇ?CUPÇ?RATION DES BOUES EN FORMES DE V;;https://www.boels.be/fr/louer/forer-casser/accessoires-forets-diamantes/bac-de-recuperation-des-boues-en-formes-de-v;p.s.d.;p.s.d.;Récupérateur de boue pour une utilisation sur des murs pour évacuer proprement des boues de béton. Idéal pour une utilisation avec des meuleuses ou des scies murales pour un chantier plus propre.;;
ASPIRATEUR Ç? LIQUIDE ET Ç? BOUE;10656.0;https://www.boels.be/fr/louer/forer-casser/accessoires-forets-diamantes/aspirateur-a-liquide-et-a-boue;79,86;199,65;Un aspirateur de liquides et de boues puissant et professionnel, pour aspirer et évacuer des liquides tels que eau, boue, huile et liquide de refroidissement. S'utilise dans la construction et l'industrie, mais aussi pour le nettoyage des sols après inondation. Grâce à la combinaison unique d'un système de filtration à 3 niveaux et d'un flotteur de boue à grand volume, cet aspirateur peut fonctionner toute la journée sans interruption, et évacuer de grandes quantité de liquides et de boues. Des sacs spéciaux sont utilisés pour récupérer les boues, afin de retenir les morceaux de béton, les cailloux, etc. et de séparer le liquide qui est évacué.;SLURRY-, SLIB- EN VLOEISTOFZUIGER;Een krachtige en professionele slurry- slib- en vloeistofzuiger voor het opzuigen, filteren en weer wegpompen van vloeistoffen zoals, water, slib, (beton)slurry, olie en koelmiddelen. Toepasbaar in de bouw en industrie, maar ook bij het schoonmaken van vloeren na overstromingen. Door de unieke combinatie van een 3-traps filtersysteem en een slibvlotter, kan men met de Slib- en vloeistofzuiger ononderbroken de hele dag met hoge capaciteit werken. Voor het opvangen van het slib worden er speciale zakken gebruikt die de vaste stoffen zoals betonslurry, slib vast houd waarna dit gescheiden van de vloeistof kan worden afgevoerd.Ideaal voor het schoonzuigen van slib en water na overstromingenSlib en slurry wordt opgevangen in een zak, het gefilterde water wordt weggepomtBoren en zagen in steen en beton met een minimum aan schoonmaakwerk achterafNiet voor droge stof, enkel voor vloeistoffen slurry en slib
PERCEUSE LÇ?GÇ?RE AVEC ASPIRATION DE POUSSIÇ?RE;10568.0;https://www.boels.be/fr/louer/forer-casser/percer/perceuse-legere-avec-aspiration-de-poussiere;32,67;81,68;A l'aide de cette perceuse avec aspiration de poussière intégrée, plus de problèmes de poussière lors du forage sans qu'un aspirateur ne soit nécessaire à cet effet.Unité d'aspiration amovible intégrée pour travailler sans poussière;LICHTE BOORMACHINE MET STOFAFZUIGING;Met behulp van deze boormachine met geïntegreerde stofafzuiging, geen stofoverlast meer bij het boren zonder dat er een stofzuiger nodig is.Inclusief geïntegreerde, afneembare stofafzuigeenheid voor zuiver, stofvrij werkenGemakkelijk te hanteren door zijn compacte constructieDiverse boren zijn los verkrijgbaar
PERCEUSE Ç?LECTRIQUE;10502.0;https://www.boels.be/fr/louer/forer-casser/percer/perceuse-electrique;19,36;48,4;Perceuse à percussion de grande puissance et à couple élevé pour les applications les plus lourdes avec des diamètres élevés et pour visser et mélanger.Régime réglable en continu;KLOPBOORMACHINE;Klopboormachine met hoog vermogen enhoog draaimoment voor de zwaartse toepassingen met hoge diameters en om te schroeven en te roeren.Traploos regelbaar toerentalMechanische overbelastingskoppeling voor hoge werkveiligheid ook bij de zwaarste toepassingen
MARTEAU PERFORATEUR SUR BATTERIE 14 MM;10529.0;https://www.boels.be/fr/louer/forer-casser/percer/marteau-perforateur-sur-batterie-14-mm;32,67;81,68;Perceuse à percussion sur batterie, compacte et puissante, offrant une liberté de mouvement illimitée. Peut s'attaquer à tous les matériaux.Idéal pour travailler plus haut que sa propre hauteur;ACCUBOORHAMER 14 MM;Compacte en krachtige accuboorhamer die een onbegrensde bewegingsvrijheid biedt. Kan elk materiaal aan.Ideaal om te werken boven lichaamshoogteGeringe trillingswaarden van 12 m/s² door Bosch Vibration Control
MARTEAU PERFORATEUR SUR BATTERIE 45 MM;10492.0;https://www.boels.be/fr/louer/forer-casser/percer/marteau-perforateur-sur-batterie-45-mm;p.s.d.;p.s.d.;Il est possible de forer dans le béton ou la brique jusqu'à 45 mm, avec la liberté d'une machine sans fil. Le marteau perforateur sans fil est léger, mais fournit les mêmes prestations qu'une machine filaire similaire.Divers forets disponibles séparément.;ACCUBOORHAMER 45 MM;Boren in baksteen of beton tot wel 45mm, met de vrijheid van accugereedschap. De accuboorhamer is lichter van gewicht, maar met de zelfde prestaties als vergelijkbare gesnoerde machines.Diverse boren zijn los verkrijgbaar
PERCEUSE Ç? PERCUSSION 16 MM;10504.0;https://www.boels.be/fr/louer/forer-casser/percer/perceuse-a-percussion-16-mm;21,78;54,45;Par sa construction robuste, ce marteau perforateur léger est idéal pour percer rapidement et sans problème de nombreux trous.Embrayage de surcharge pour la protection de l'utilisateur et de la machine;BOORHAMER 16 MM;Door zijn robuuste constructie is deze lichte boorhamer ideaal om snel en probleemloos veel gaten te boren.Overbelastingskoppeling ter bescherming van gebruiker en machineRechts/links draaien voor het lossen bij vastgeklemde borenTraploze toerentalregeling voor het zuiver aanboren
PERCEUSE Ç? PERCUSSION 40 MM;10505.0;https://www.boels.be/fr/louer/forer-casser/percer/perceuse-a-percussion-40-mm;33,4;83,49;Marteau perforateur polyvalent pour les travaux de perçage de moyenne difficulté, avec système anti-vibration.Molette de réglage brevetée pour réglage variable du nombre de frappes et du nombre de tours pour une prestation optimale;BOORHAMER 40 MM;Multi inzetbare boorhamer voor het middelzware boorwerk voorzien van trillingsdemping.Gepatenteerd stelwiel voor variabele instelling van het aantal slagen en het toerental voor optimale prestatiesDiverse boren zijn los verkrijgbaar
PERCEUSE Ç? PERCUSSION 52 MM;10506.0;https://www.boels.be/fr/louer/forer-casser/percer/perceuse-a-percussion-52-mm;36,06;90,15;Marteau universel solide, peu vibrant, pour percer et tailler rapidement.Avec poignée complémentaire variableéquipé d'un débrayage de surchargeDivers forets disponibles séparément.;BOORHAMER 52 MM;Sterke, trillingsarme universeelhamer om snel te kunnen boren en hakken.Voorzien van variabele extra handgreepUitgerust met overbelastingskoppelingDiverse boren zijn los verkrijgbaar
MARTEAU PIQUEUR 750 W SDS-PLUS;;https://www.boels.be/fr/louer/forer-casser/percer/marteau-piqueur-750-w-sds-plus;p.s.d.;p.s.d.;ONE CALL 070-22 28 18 ( 0,15 p/min.);;
PERCEUSE SUR BATTERIE 18 V;10507.0;https://www.boels.be/fr/louer/forer-casser/percer/perceuse-sur-batterie-18-v;30,25;75,63;Perceuse/visseuse puissante pour réaliser tous les travaux de forage et de vissage sans fil dans divers matériaux.Régime réglable en continuDeux vitesses mécaniques;ACCUBOORMACHINE 18 V;Krachtige boormachine/schroevendraaiers voor snoerloos boor- en schroefwerk in verschillende materialen.Traploos regelbaar toerentalTwee mechanische snelheden
PERCEUSE MAGNÇ?TIQUE;10514.0;https://www.boels.be/fr/louer/forer-casser/percer/perceuse-magnetique;62,92;157,3;Cette perceuse portative légère vous permet de percer sans problème dans l'acier et la fonte. Pendant le travail, la machine est tenue en place par un puissant électroaimant pour que vos mains restent libres et que vous puissiez travailler plus facilement encore.;MAGNEETBOORMACHINE;Met deze draagbare lichtgewicht boormachine boort u probleemloos in staal en gietstukken. De machine wordt tijdens het werk op zijn plaats gehouden door een krachtige elektromagneet, zodat u uw handen vrij heeft en nog gemakkelijker kunt werken.
PERCEUSE D'ANGLE;10516.0;https://www.boels.be/fr/louer/forer-casser/percer/perceuse-dangle;24,81;49,61;Perceuse d'angle compacte. Grâce à la tête de forage coulée, son utilisation est possible dans des endroits étroits et difficiles d'accès.Régime réglable en continuFaible hauteur de construction de 76 mm;HAAKSE BOORMACHINE;Compacte haakse boormachine. Dankzij de verzonken boorkop te gebruiken op smalle en moeilijk bereikbare plaatsen.Traploos regelbaar toerentalLage constructiehoogte van 76 mm
PACK DE BATTERIE;;https://www.boels.be/fr/louer/forer-casser/percer/pack-de-batterie;p.s.d.;p.s.d.;Le pack de batterie se compose de 2 batteries et d'un chargeur. Grâce à la technologie ¶® une batterie pour tous les appareils ¶¯, les batteries sont compatibles avec toutes les machines sans fil Bosch. Les batteries 18V Li-ion fournissent suffisamment de puissance pour vos travaux. Grâce aux durées de chargement courtes, vous pouvez travailler sans interruption avec une batterie supplémentaire. Les batteries sont étanches aux projections d'eau et résistent donc à toutes les conditions climatiques classiques. Boels propose deux batteries différentes, afin de vous permettre de travailler de manière optimale. Consultez le schéma pour trouver la batterie adaptée à vos travaux.;;
MARTEAU PIQUEUR 3,3 J / 3 KG;17215.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-33-j-3-kg;30,98;77,44;Le poids plume des marteaux piqueurs pour la correction de surfaces. Le marteau piqueur pour démolir carrelages et maçonnerie légère. Peut également être utilisé pour le décapage de plâtrages ou de stuc grâce à sa légèreté et sa bonne puissance de frappe.Suppression de bords acérés, joints ou inégalités dans le bétonEnlèvement des carrelages et plâtragesTravail de burinage et de correction léger du béton et de la briqueEnlever le coffrageEnlèvement de peinture et de rouille de l'acier (avec adaptateur d'aiguille en option)Nettoyage du matériel de construction (avec adaptateur d'aiguille en option);BREEKHAMER 3,3 J / 3 KG;Het lichtgewicht onder de breekhamers voor oppervlaktecorrecties. De breekhamer om tegels en licht metselwerk te slopen. Ook toepasbaar in het afbikken van stucwerk door zijn lage gewicht en goede slagkracht.Verwijderen van scherpe kanten, naden of oneffenheden op betonVerwijderen van tegels en pleisterwerkLicht beitelwerk en correctiewerk op beton en baksteenVrij maken van wapeningVerwijderen van verf en roest van staal (met optionele naaldadapter)Reinigen van bouwmateriaal (met optionele naaldadapter)
MARTEAU PIQUEUR 8,3 J / 6 KG;10753.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-83-j-6-kg;38,72;96,8;Marteau-piqueur pour la réalisation de tranchées pour canalisations ou pour le décapage de plâtre et des dalles. Vous pouvez munir la machine d'un burin de rainurage.Avec système de contrÇïle des vibrationsDivers burins disponibles séparément.;BREEKHAMER 8,3 J / 6 KG;Breekhamer om sleuven voor leidingen uit te kappen of stucwerk en tegels af te bikken. U kunt de machine voorzien van een sleuvenbeitel.Voorzien van vibration controlDiverse beitels zijn los verkrijgbaar
MARTEAU PIQUEUR 11,5 J / 8 KG;17231.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-115-j-8-kg;39,93;99,83;Convient pour travaux légers à lourds sur les murs. En outre également idéal pour travaux de rénovation et de plomberie et pour enlever des carrelages muraux et du plâtrage. C'est le bon marteau piqueur lorsqu'on a besoin d'un petit quelque chose en plus pour enlever les carrelages.;BREEKHAMER 11,5 J / 8 KG;Geschikt voor lichte tot zware werkzaamheden aan wanden. Daarnaast ook ideaal voor renovaties en loodgieterij en het verwijderen van wandtegels en bepleistering. Daar waar toch net iets meer power nodig is om de tegels te verwijderen is dit de juiste breekhamer.Ook geschikt voor het creëren van openingen voor deuren en ramenIdeaal voor sloop- en correctiewerkzaamhedenDe actieve trillingsreductie vermijdt snelle vermoeidheid en zorgt voor een hogere dagproductie
MARTEAU PIQUEUR 16,8 J / 11 KG;10702.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-168-j-11-kg;42,35;105,88;Marteau-piqueur d'une grande force de frappe, avec toutefois un niveau de vibrations réduit, donc parfaitement indiqué pour la réalisation de traversées et pour des travaux de démolition.Avec porte-outil étanche à la poussièreDivers burins disponibles séparément.;BREEKHAMER 16,8 J / 11 KG;Breekhamer met grote slagkracht maar met weinig trillingen, dus zeer geschikt voor doorvoeren en sloopwerkzaamheden.Uitgerust met een stofdichte gereedschapshouderDiverse beitels zijn los verkrijgbaar
MARTEAU PIQUEUR 22 J / 11 KG;17208.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-22-j-11-kg;43,56;108,9;Ce marteau piqueur combine de puissantes prestations de démolition et de casse grâce à son énergie d'impact élevée avec les valeurs de vibration les plus basses dans sa classe grâce à son système Hilti Active Vibration Reduction.Conception ergonomique pour une facilité d'utilisation optimale;BREEKHAMER 22 J / 11 KG;Deze breekhamer combineert krachtige sloop- en breekprestaties, door de hoge impactenergie, met de laagste vibratiewaarden in zijn klasse dankzij het Hilti Active Vibration Reduction systeem.Ergonomische vormgeving voor optimaal gebruiksgemak
CHARIOT POUR MARTEAU PIQUEUR 18 KG;17237.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/chariot-pour-marteau-piqueur-18-kg;23,72;59,29;En combinaison avec ce chariot le marteau piqueur 18 kg devient un moyen encore plus innovant pour enlever rapidement et facilement carrelages, vinyle et par exemple du liège de sols en béton ou en bois. Il peut également être utilisé pour enlever des restes de colle des carrelages et pour casser le béton, la pierre, etc. Comme le chariot supporte la majeure partie du poids du marteau piqueur et que l'utilisateur peut adopter une position plus confortable en variant l'angle de travail, le chariot contribue à alléger le travail et donc à augmenter la productivité.;TROLLEY VOOR BREEKHAMER 18 KG;In combinatie met deze trolley wordt de 18 kg breekhamer een nog eenvoudiger middel om snel en gemakkelijk vloertegels, vinyl en bijvoorbeeld kurk te verwijderen van betonnen of houten ondergronden. Ook kan het gebruikt worden om lijmresten van tegelvoeren te verwijderen en voor het breken van beton, steen enz.Doordat de trolley het merendeel van het gewicht van de breekhamer draagt en de gebruiker door het variëren van de instellingshoek een gemakkelijker houding heeft bij het verrichten van de werkzaamheden, draagt deze trolley bij aan het verlichten van de werkzaamheden en verhoogt daardoor de productiviteit.Ergonomische vormgeving voor optimaal gebruiksgemakTot 6 maal sneller werken door het gebruik van de trolleyErgonomische vormgeving voor optimaal gebruiksgemak en minder vibratiesInstellingshoek van 20-93 graden
MARTEAU PIQUEUR 41 J / 18 KG;10729.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-41-j-18-kg;53,24;133,1;Puissant marteau-piqueur pour la démolition de murs en briques et en béton et pour la démolition de tous types de sols.Conception ergonomique pour une facilité d'utilisation optimaleTravailler jusqu'à 6 fois plus vite grâce à l'utilisation du chariotAvec système de contrÇïle des vibrationsDivers burins disponibles séparément.;BREEKHAMER 41 J / 18 KG;Krachtige breekhamer voor het slopen van stenen en betonnen muren en het wegbreken van alle soorten vloeren.Ergonomische vormgeving voor optimaal gebruiksgemakTot 6 maal sneller werken door het gebruik van de trolleyVoorzien van vibration controlDiverse beitels zijn los verkrijgbaar
MARTEAU PIQUEUR 69 J / 30 KG;10703.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-69-j-30-kg;62,92;157,3;Marteau-piqueur pour les travaux de démolition les plus lourds, par exemple de rues, du béton armé, des fondations, etc.Avec système de contrÇïle des vibrations;BREEKHAMER 69 J / 30 KG;Breekhamer voor het zwaardere sloop- en breekwerk zoals het opbreken van straten, gewapend beton, fundamenten enz.Voorzien van vibration controlUitgerust met een stofdichte gereedschapshouderDiverse beitels zijn los verkrijgbaar
MARTEAU PIQUEUR PNEUMATIQUE 5 KG;10743.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-pneumatique-5-kg;18,76;75,02;Marteaux-piqueurs pour les travaux de démolition moyens tels que la destruction de murs en briques et en béton et de tous les types de sols.Pour travaux de démolition légers de pierres, carrelages et pour le décapage de stuc;BREEKHAMER LUCHT 5 KG;Stille luchthamers geschikt voor middelzwaar tot zwaar breekwerk zoals het slopen van stenen en betonnen muren en het wegbreken van allerlei soorten vloeren.Voor licht sloopwerk van steen, tegels en het afbikken van stucwerkDiverse beitels zijn los verkrijgbaar
MARTEAU PIQUEUR PNEUMATIQUE 10 KG;10705.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-pneumatique-10-kg;18,76;75,02;Marteaux-piqueurs pour les travaux de démolition moyens tels que la destruction de murs en briques et en béton et de tous les types de sols.Pour travaux de démolition moyens comme la démolition et l'ouverture de mursDivers burins disponibles séparément.;BREEKHAMER LUCHT 10 KG;Stille luchthamers geschikt voor middelzwaar tot zwaar breekwerk zoals het slopen van stenen en betonnen muren en het wegbreken van allerlei soorten vloeren.Voor middelzwaar breekwerk zoals het slopen en doorbreken van murenDiverse beitels zijn los verkrijgbaar
MARTEAU PIQUEUR PNEUMATIQUE 20 KG;10706.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/marteau-piqueur-pneumatique-20-kg;22,39;89,54;Marteaux-piqueurs pour les travaux de démolition moyens tels que la destruction de murs en briques et en béton et de tous les types de sols.Pour travaux de démolition lourds comme la démolition de revêtements de sols ou d'asphalteDivers burins disponibles séparément.;BREEKHAMER LUCHT 20 KG;Stille luchthamers geschikt voor middelzwaar tot zwaar breekwerk zoals het slopen van stenen en betonnen muren en het wegbreken van allerlei soorten vloeren.Voor zwaar breekwerk zoals het het wegbreken van vloeren en het opbreken van asfaltDiverse beitels zijn los verkrijgbaar
DÇ?ROUILLEUR DE SOLS COMPACT;15234.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/derouilleur-de-sols-compact;36,3;90,75;Compact, outil d'utilisation aisée pour l'enlèvement du plâtre, des dalles, des couches de ciment et des restes de colle sur les murs. Convient également pour éliminer les joints à l'aide d'un burin à pointe. Vous souhaitez louer un compresseur électrique ici ? Louez notre compresseur électrique 400 I (10604).;COMPACTE AFBIKHAMER;Compact, gemakkelijk te hanteren stuk gereedschap voor het verwijderen van pleister, tegels, cementlagen en lijmresten van muren. Ook geschikt voor het verwijderen van voegen met behulp van een puntbeitel. Wilt u hier een elektrocompressor bij huren? Huur dan onze elektrocompressor 400 l (10604).Diverse beitels zijn los verkrijgbaarDiverse luchtslangen zijn los verkrijgbaar
DÇ?ROUILLEUR DE SOLS PNEUMATIQUE;10861.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/derouilleur-de-sols-pneumatique;39,93;99,83;Dérouilleur de sols pour enlever rapidement et efficacement les dalles de sols, la colle et les restes de revêtement de sol. Si vous souhaitez louer un compresseur électrique, louez notre compresseur électrique 400 I (10604).;VLOERAFBIKHAMER LUCHT;Vloerafbikhamer voor het snel en efficiënt verwijderen van vloertegels, lijm en restanten vloerbedekking. Wenst u hier een elektrocompressor bij te huren, huur dan onze elektrocompressor 400 l (10604).Ergonomische vormgevingVerschillende beitels zijn los verkrijgbaarDiverse luchtslangen zijn los verkrijgbaar
DÇ?ROUILLEUR DE JOINTS PNEUMATIQUE;10704.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/derouilleur-de-joints-pneumatique;19,97;59,9;Ce petit marteau pneumatique, avec un ciseau à joint spécial, convient parfaitement pour le dérouillage des joints. Son format pratique et sa légèreté vous permettent d'oeuvrer avec une très grande précision. Vous souhaitez louer un compresseur électrique ici ? Louez notre compresseur électrique 400 I (10604).;VOEGBIKHAMER LUCHT;Deze kleine luchthamer, met een speciale voegbeitel, is uitermate geschikt voor het uitkappen van voegen. Door zijn handzame formaat en geringe gewicht kunt u er uiterst nauwkeurig mee werken. Wilt u hier een elektrocompressor bij huren? Huur dan onze elektrocompressor 400 l (10604).Diverse beitels zijn los verkrijgbaarDiverse luchtslangen zijn los verkrijgbaar
DÇ?ROUILLEUR Ç? AIGUILLE 2,6 KG;10805.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/derouilleur-a-aiguille-26-kg;31,16;62,32;Machines compactes et maniables pour retirer la rouille et la peinture. Ces appareils sont conçus pour l'utilisation en continu. Vous souhaitez louer un compresseur électrique ici ? Louez notre compresseur électrique 400 I (10604).Pour utilisation en continuDivers flexibles d'air disponibles séparément.;NAALDBIKHAMER 2,6 KG;Kleine en handzame machines voor het verwijderen van roest en verf. Deze hamers zijn geschikt voor continu gebruik. Wilt u hier een elektrocompressor bij huren? Huur dan onze elektrocompressor 400 l (10604).Geschikt voor continu gebruikDiverse luchtslangen zijn los verkrijgbaar
ROBOT DE DÇ?MOLITION 15 KW 400V;11168.0;https://www.boels.be/fr/louer/forer-casser/marteaux-piqueurs/robot-de-demolition-15-kw-400v;p.s.d.;p.s.d.;Une machine stable, puissante et maniable pour démolir à distance. Une machine de démolition de pointe avec un grande puissance et un faible poids. Cette machine d'une tonne a la même capacité qu'une grue de démolition de 3,5 tonnes. La machine peut pivoter complètement autour de son axe. Le robot de démolition facilite vos travaux de démolition tout en les rendant plus sÇ¯rs. L'utilisation d'un robot de démolition permet un fameux gain de temps. Vos travaux de démolition sont terminés deux à trois fois plus vite avec un robot de démolition. Le robot de démolition est principalement utilisé dans la rénovation, dans des espaces bas et étriqués, tels que les garages et les caves. Dans l'industrie, le robot de démolition est utilisé pour enlever des pierres ignifugées et travailler à distance dans des espaces confinés. Accessoires disponibles : - Grappin de tri, qui permet d'enlever facilement des cloisons et des plafonds, et de trier les déchets. - Fraise à métaux, pour couper les conduites et les constructions en métal. - Fraise à béton, pour démolir les constructions en béton sans faire trop de bruit ni trop de poussières. - Fraise à béton, pour fraiser les plafonnages et les autres couches d'un mur ou d'un plafond.;SLOOPROBOT 15 KW 400V;Stabiele, krachtige en wendbare machine voor het slopen op afstand. Een geavanceerde sloopmachine met een hoog vermogen en een laag gewicht. Deze 1 tons machine heeft de zelfde capaciteit als een 3,5 tons sloopkraan. De machine kan volledig om zijn as draaien. De slooprobot maakt uw sloop- of afbraakklus een stuk veiliger en efficiënter. Door het inzetten van een slooprobot spaart u veel tijd uit. Uw sloop- of afbraakklus is 2 tot 3 maal zo snel gedaan als met de traditionele manier van slopen.De slooprobot wordt veelal ingezet bij de renovatiesloop in lage en krappe ruimtes zoals parkeergarages en kelders. In de industrie wordt de slooprobot gebruikt voor het verwijderen van vuurvaste stenen en het op afstand werken in besloten ruimtes.Beschikbare accessoires:- Sorteergrijper, hiermee kan men gemakkelijk systeemwanden en systeemplafonds weghalen en het afval direct sorteren.- Metaalschaar, voor het wegknippen van leidingen en metalen constructies.- Betonschaar, geluids- en stofarm betonnen constructies afbreken.- Betonfrees, om stucwerk en andere lagen van een muur of plafond te frezenSnel, efficiënt en veiligPast door iedere deurMachine wordt draadloos bediend met bijgeleverde afstandsbedieningDeskundige instructie, begeleiding en advies door onze betonspecialistenLeverbaar met o.a breekhamer, puinbak, sorteergrijper, betonschaar en betonfreesVoorzien van stofonderdrukkingVerschillende beitels zijn los verkrijgbaar
